[Tue Oct 02 19:59:23.898225 2018] [php7:error] [pid 14761] [client 127.0.0.1:48288] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 19:59:25.232279 2018] [php7:error] [pid 14762] [client 127.0.0.1:48292] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:06:35.589394 2018] [php7:error] [pid 11631] [client 127.0.0.1:51990] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.193606 2018] [php7:error] [pid 11635] [client 127.0.0.1:51996] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.703763 2018] [php7:error] [pid 11634] [client 127.0.0.1:51998] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.885450 2018] [php7:error] [pid 11631] [client 127.0.0.1:52000] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:29.616453 2018] [php7:error] [pid 11780] [client 127.0.0.1:52002] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:38:25.495497 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52272] PHP Notice:  Undefined variable: adminController in /home/adam/git/oop/src/Site/Routing/Routes.php on line 12
[Tue Oct 02 22:53:08.014213 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52384] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:53:08.014225 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52384] PHP Warning:  Illegal string offset '/admin/edit/page' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:53:08.014235 2018] [php7:warn] [pid 11780] [client 127.0.0.1:52384] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:53:38.915213 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52392] PHP Notice:  Undefined index: /admin/edit/page in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:53:38.915262 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset '/admin/edit/page' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:53:38.915279 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:53:38.915296 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset '/admin/edit/page' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:53:38.915310 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:53:38.941877 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52392] PHP Notice:  Undefined index: /admin/edit/page in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:53:38.941913 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset '/admin/edit/page' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:53:38.941926 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:53:38.941938 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset '/admin/edit/page' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:53:38.941949 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52392] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:54:29.265979 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52402] PHP Notice:  Undefined index: '/hello' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:54:29.266033 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset ''/hello'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:54:29.266050 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:54:29.266069 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset ''/hello'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:54:29.266104 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:54:29.266120 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52402] PHP Notice:  Undefined index: '/hello' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:54:29.283816 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52402] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:54:29.283860 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:54:29.283872 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:54:29.283883 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:54:29.283894 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52402] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:54:29.283906 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52402] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.220334 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/hello' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.220390 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/hello'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.220403 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.220415 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/hello'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.220425 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.220437 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/hello' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.239343 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.239394 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.239409 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.239422 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.239434 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.239467 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.958684 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/hello' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.958719 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/hello'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.958735 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.958751 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/hello'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.958765 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.958781 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/hello' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:30.982202 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.982237 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.982249 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.982264 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.982274 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:30.982285 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/hello
[Tue Oct 02 22:55:34.021177 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:34.021225 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:34.021238 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:34.021250 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:34.021260 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:34.021271 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:55:34.041524 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:55:34.041581 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:55:34.041593 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:55:34.041604 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:55:34.041619 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52416] PHP Warning:  Illegal string offset 'function' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:55:34.041636 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52416] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.343865 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.343899 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.343912 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.343923 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.361462 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.361503 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.361518 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.361530 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.910009 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.910047 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.910065 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.910082 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:52.929387 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.929432 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.929457 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:52.929492 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:53.358947 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:53.358989 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:53.359008 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:53.359024 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:53.376971 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:53.377008 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:53.377023 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:53.377038 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:55.042806 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:55.042842 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:55.042854 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:55.042866 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:56:55.062265 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:55.062307 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:55.062319 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52430] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:56:55.062332 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52430] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:57:13.972656 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52436] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:57:13.972705 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52436] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:57:13.972719 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52436] PHP Warning:  Illegal string offset ''/admin'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:57:13.972754 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52436] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:57:13.990126 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52436] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:57:13.990170 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52436] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:57:13.990185 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52436] PHP Warning:  Illegal string offset ''/favicon.ico'' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:57:13.990201 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52436] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:57:49.967886 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52442] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
